temperatura,humedad,viento,visibilidad,descripcion,precipitacion,direccion_viento,runway_heading,viento_cruzado,viento_frente,rafagas,techo_nubes,tipo_nubes,turbulencia,estado_pista,presion,altitud_aeropuerto,altitud_densidad,punto_rocio,riesgo_hielo,tormenta_electrica,cizalladura_viento,hora,es_noche,mes,dia_año,riesgo
15.4,96,5.2,1246,niebla,1.8,276,135,3.3,-4.0,5.7,340,cubierto,ninguna,mojada,1004,1000,1288.0,13.7,False,False,False,22,True,5,127,Precaución
13.9,74,15.6,6174,nublado,0.9,355,0,1.4,15.5,23.4,1823,nublado,leve,seca,1019,2500,2968.0,9.4,False,False,False,18,False,9,264,Seguro
15.1,56,14.2,6781,nublado,1.9,262,0,14.1,-2.0,21.3,3812,dispersas,leve,humeda,1000,500,632.0,2.8,False,False,False,3,True,1,4,Seguro
23.2,75,14.5,6162,nublado,0.6,55,90,8.3,11.9,21.8,3888,dispersas,leve,humeda,1015,500,1604.0,19.9,False,False,False,14,False,7,195,Seguro
13.1,99,3.3,870,niebla,0.8,44,135,3.3,-0.1,4.6,324,cubierto,ninguna,mojada,1009,2500,2872.0,11.2,False,False,False,12,False,4,109,Precaución
21.3,45,8.3,9238,despejado,0.0,72,180,7.9,-2.6,9.1,11410,despejado,leve,seca,1014,1000,1996.0,8.0,False,False,False,10,False,9,242,Seguro
9.4,78,25.6,6310,lluvia_ligera,5.7,173,0,3.1,-25.4,35.8,1603,nublado,leve,humeda,1002,0,-672.0,6.4,False,False,False,15,False,9,258,Precaución
18.5,90,26.3,4269,lluvia_ligera,5.9,339,315,10.7,24.0,31.6,1734,cubierto,moderada,humeda,1020,0,420.0,15.9,False,False,False,10,False,5,143,Precaución
29.5,46,19.2,9024,despejado,0.0,228,225,1.0,19.2,25.0,5566,despejado,ninguna,seca,1030,0,1740.0,16.1,False,False,False,16,False,5,120,Seguro
19.6,48,8.0,8985,despejado,0.0,149,0,4.1,-6.9,9.6,13758,despejado,leve,seca,1028,1000,1792.0,9.5,False,False,False,15,False,3,73,Seguro
13.8,71,11.6,8346,nublado,1.6,356,90,11.6,-0.8,12.8,1692,nublado,leve,seca,1005,2500,2956.0,10.3,False,False,False,10,False,8,234,Seguro
18.7,86,15.6,4322,lluvia_ligera,2.5,334,270,14.0,6.8,18.7,2113,nublado,moderada,mojada,1017,500,1064.0,16.4,False,False,False,3,True,5,139,Precaución
21.8,80,12.8,4717,lluvia_ligera,5.9,53,180,10.2,-7.7,17.9,2036,nublado,moderada,humeda,1010,2000,3296.0,18.4,False,False,False,7,False,4,119,Precaución
24.3,55,21.2,7905,nublado,0.5,305,270,12.2,17.4,27.6,2350,nublado,ninguna,humeda,1013,500,1736.0,18.0,False,False,False,22,True,1,29,Seguro
23.6,52,13.6,6739,nublado,1.1,338,45,12.5,5.3,16.3,2815,dispersas,ninguna,humeda,1019,2000,3512.0,16.9,False,False,False,14,False,7,180,Seguro
18.4,76,15.8,3725,lluvia_ligera,6.8,139,225,15.8,1.1,22.1,1787,cubierto,leve,mojada,1011,2500,3508.0,15.3,False,False,False,3,True,5,149,Precaución
24.2,37,8.9,9361,despejado,0.0,56,0,7.4,5.0,12.5,10766,despejado,ninguna,seca,1030,0,1104.0,17.8,False,False,False,15,False,9,262,Seguro
20.2,64,16.1,6582,nublado,0.2,25,225,5.5,-15.1,20.9,1624,dispersas,leve,seca,1011,2000,3104.0,11.8,False,False,False,7,False,4,108,Seguro
28.4,40,8.0,9509,despejado,0.0,288,135,3.6,-7.1,10.4,5643,despejado,ninguna,seca,1014,2000,4088.0,20.0,False,False,False,4,True,1,10,Seguro
10.6,72,27.3,4906,lluvia_ligera,3.9,321,180,17.2,-21.2,30.0,1059,cubierto,leve,humeda,1016,2000,1952.0,8.2,False,False,False,5,True,4,101,Precaución
11.5,96,42.0,1159,tormenta,20.6,269,0,42.0,-0.7,58.8,340,cubierto,severa,mojada,1005,2500,2680.0,9.9,False,True,False,12,False,7,184,Peligro
15.3,79,23.6,5274,lluvia_ligera,7.6,273,270,1.2,23.6,33.0,2324,nublado,moderada,mojada,1011,500,656.0,12.3,False,False,False,1,True,9,249,Precaución
13.7,100,33.2,2203,lluvia_fuerte,21.6,99,225,26.9,-19.5,36.5,1295,cubierto,severa,mojada,984,2000,2324.0,12.9,False,False,False,10,False,10,283,Peligro
-5.9,83,30.4,3366,nieve,9.3,320,270,23.3,19.5,36.5,1152,cubierto,leve,nevada,1013,2500,592.0,-8.3,False,False,False,18,False,8,215,Peligro
33.7,53,3.7,8744,despejado,0.0,258,315,3.1,2.0,4.4,11056,despejado,ninguna,seca,1030,2500,5344.0,26.1,False,False,False,14,False,12,338,Seguro
12.0,94,9.3,2145,niebla,1.8,263,0,9.2,-1.1,13.0,731,cubierto,ninguna,mojada,1012,2000,2120.0,11.8,False,False,False,9,False,1,26,Precaución
9.7,96,3.0,2342,niebla,0.3,272,90,0.1,-3.0,3.9,222,cubierto,ninguna,humeda,1018,0,-636.0,8.3,True,False,False,6,False,12,345,Precaución
24.4,61,7.7,8104,nublado,1.4,177,180,0.4,7.7,9.2,3496,dispersas,leve,humeda,1006,0,1128.0,16.9,False,False,False,10,False,1,27,Seguro
16.0,84,30.9,3588,granizo,19.6,109,90,10.1,29.2,37.1,1134,cubierto,severa,contaminada,1009,500,740.0,12.4,False,True,True,21,True,2,31,Peligro
5.2,97,9.6,1151,niebla,0.2,215,90,7.9,-5.5,10.6,764,cubierto,ninguna,humeda,1009,0,-1176.0,4.1,True,False,False,0,True,7,204,Precaución
19.7,50,3.3,8586,despejado,0.0,112,90,1.2,3.1,4.9,14430,despejado,ninguna,seca,1010,2500,3664.0,12.6,False,False,False,9,False,3,62,Seguro
19.7,87,25.6,6759,lluvia_ligera,4.7,40,45,2.2,25.5,33.3,1015,cubierto,leve,mojada,1007,2500,3664.0,16.5,False,False,False,17,False,10,280,Precaución
10.8,93,7.4,1742,niebla,1.6,341,90,7.0,-2.4,8.1,651,cubierto,ninguna,mojada,1006,500,116.0,9.5,False,False,False,20,False,1,29,Precaución
13.6,96,1.3,982,niebla,1.6,178,135,0.9,1.0,1.4,365,cubierto,ninguna,mojada,1008,1000,1072.0,13.2,False,False,False,21,True,9,249,Precaución
11.9,100,2.0,1941,niebla,0.6,263,180,2.0,0.2,2.4,686,cubierto,ninguna,mojada,1013,0,-372.0,9.9,False,False,False,20,False,3,65,Precaución
31.7,44,18.3,8096,despejado,0.0,273,90,1.0,-18.3,25.6,8709,despejado,leve,seca,1014,1000,3244.0,22.0,False,False,False,13,False,1,26,Seguro
15.6,93,3.2,2064,niebla,1.8,126,90,1.9,2.6,4.2,261,cubierto,ninguna,mojada,1013,2000,2552.0,15.0,False,False,False,8,False,9,243,Precaución
5.9,92,3.9,1484,niebla,0.1,284,270,0.9,3.8,5.5,308,cubierto,ninguna,mojada,1009,1000,148.0,5.3,True,False,False,16,False,9,269,Peligro
22.0,54,19.0,8494,despejado,0.0,41,90,14.3,12.5,28.5,6435,despejado,ninguna,seca,1029,2000,3320.0,10.6,False,False,False,9,False,7,209,Seguro
19.6,55,15.3,7381,nublado,1.6,21,90,14.3,5.5,19.9,2732,nublado,leve,humeda,1005,2000,3032.0,12.8,False,False,False,16,False,7,204,Seguro
16.2,28,12.4,8182,despejado,0.0,322,90,9.8,-7.6,14.9,6419,despejado,ninguna,seca,1024,2000,2624.0,2.6,False,False,False,2,True,9,245,Seguro
14.3,69,15.3,8484,nublado,0.9,267,90,0.8,-15.3,21.4,2127,nublado,ninguna,humeda,1004,2500,3016.0,1.3,False,False,False,4,True,7,206,Seguro
13.9,95,36.4,2241,tormenta,28.7,260,0,35.8,-6.3,51.0,784,cubierto,severa,contaminada,1005,2500,2968.0,12.2,False,True,True,3,True,8,211,Peligro
8.9,95,41.0,1160,tormenta,28.4,281,45,34.0,-22.9,57.4,302,cubierto,severa,contaminada,990,1000,508.0,8.0,True,True,True,23,True,12,363,Peligro
17.5,70,16.6,4663,lluvia_ligera,5.0,198,135,14.8,7.5,24.9,1734,nublado,leve,humeda,1019,2500,3400.0,3.2,False,False,False,11,False,5,125,Precaución
15.0,90,49.4,2057,granizo,16.0,90,225,34.9,-34.9,74.1,1735,cubierto,severa,mojada,1009,2000,2480.0,10.1,False,True,False,7,False,6,167,Peligro
26.0,52,13.0,8969,despejado,0.0,119,315,3.6,-12.5,18.2,5526,despejado,ninguna,seca,1013,2000,3800.0,19.9,False,False,False,11,False,1,26,Seguro
24.7,27,16.2,9007,despejado,0.0,259,90,3.1,-15.9,17.8,14779,despejado,leve,seca,1014,1000,2404.0,10.5,False,False,False,4,True,3,75,Seguro
7.3,92,7.5,992,niebla,1.2,110,180,7.0,2.6,11.2,472,cubierto,ninguna,humeda,1007,2000,1556.0,6.0,True,False,False,21,True,4,112,Precaución
13.7,95,22.3,1265,lluvia_fuerte,13.8,7,315,17.6,13.7,31.2,1187,cubierto,moderada,contaminada,982,2500,2944.0,12.8,False,True,True,1,True,11,315,Peligro
20.8,85,12.2,4530,lluvia_ligera,5.6,141,315,1.3,-12.1,17.1,823,nublado,leve,humeda,1007,500,1316.0,16.0,False,False,False,5,True,3,66,Precaución
15.7,74,27.3,5892,lluvia_ligera,2.1,121,90,14.1,23.4,35.5,1784,cubierto,moderada,mojada,1010,500,704.0,10.7,False,False,False,22,True,7,194,Precaución
16.8,84,21.2,6936,lluvia_ligera,6.0,162,90,20.2,6.6,25.4,1121,cubierto,leve,humeda,1019,2000,2696.0,13.2,False,False,False,10,False,2,42,Precaución
10.0,94,8.2,2059,niebla,0.9,96,180,8.2,0.9,11.5,645,cubierto,ninguna,humeda,1009,500,20.0,9.1,True,False,False,1,True,5,147,Precaución
12.6,62,22.8,8526,nublado,0.9,95,135,14.7,17.5,31.9,2381,nublado,leve,seca,1014,2000,2192.0,3.5,False,False,False,10,False,12,363,Seguro
17.5,92,0.1,1238,niebla,1.4,343,0,0.0,0.1,0.1,315,cubierto,ninguna,mojada,1017,1000,1540.0,16.2,False,False,False,17,False,6,151,Precaución
13.9,95,8.1,2018,niebla,0.5,254,0,7.8,-2.2,10.5,727,cubierto,ninguna,mojada,1019,2500,2968.0,13.3,False,False,False,4,True,2,49,Precaución
-7.2,88,19.7,3392,nieve,19.2,180,45,13.9,-13.9,27.6,440,cubierto,moderada,contaminada,1013,2500,436.0,-11.4,False,False,True,17,False,11,309,Peligro
14.6,87,29.9,5973,lluvia_ligera,6.6,217,45,4.2,-29.6,32.9,1045,nublado,moderada,mojada,1003,0,-48.0,9.8,False,False,False,21,True,3,71,Precaución
14.9,70,35.2,3475,granizo,19.9,322,135,4.3,-34.9,49.3,694,cubierto,severa,mojada,1005,0,-12.0,3.6,False,True,False,17,False,9,268,Peligro
32.8,28,3.8,9059,despejado,0.0,111,180,3.5,1.4,4.6,10155,despejado,ninguna,seca,1027,500,2756.0,18.9,False,False,False,7,False,5,149,Seguro
8.2,90,52.2,1277,tormenta,16.8,315,90,36.9,-36.9,62.6,602,cubierto,severa,mojada,1001,1000,424.0,3.3,False,True,False,14,False,6,172,Peligro
-7.3,91,11.0,3211,nieve,13.5,201,315,10.0,-4.5,15.4,1069,cubierto,leve,nevada,1018,2500,424.0,-7.5,False,False,True,13,False,5,149,Peligro
12.0,93,7.1,1266,niebla,0.3,202,180,2.7,6.6,8.5,345,cubierto,ninguna,humeda,1016,500,260.0,11.5,False,False,False,7,False,12,331,Precaución
15.0,83,16.2,5501,lluvia_ligera,6.6,166,0,3.9,-15.7,21.1,1530,cubierto,leve,humeda,1020,0,0.0,10.4,False,False,False,13,False,4,99,Seguro
3.7,82,18.6,1885,nieve,7.3,240,90,9.3,-16.1,20.5,1260,cubierto,leve,nevada,1010,2000,1124.0,-0.8,False,False,False,15,False,6,157,Precaución
5.3,93,42.8,1085,lluvia_fuerte,22.5,233,0,34.2,-25.8,51.4,581,cubierto,moderada,mojada,991,500,-544.0,3.4,True,False,False,19,False,8,223,Peligro
4.6,90,24.3,1965,nieve,12.1,264,270,2.5,24.2,26.7,561,cubierto,moderada,nevada,1014,500,-628.0,-0.2,False,False,False,5,True,4,109,Peligro
18.3,65,21.8,8461,nublado,1.7,66,90,8.9,19.9,24.0,3960,dispersas,ninguna,humeda,1017,1000,1636.0,7.4,False,False,False,11,False,3,82,Seguro
19.4,56,14.4,7020,nublado,0.6,170,225,11.8,8.3,17.3,2453,dispersas,ninguna,seca,1008,2000,3008.0,10.6,False,False,False,22,True,4,102,Seguro
12.7,93,10.7,1391,niebla,0.2,143,0,6.4,-8.5,12.8,452,cubierto,ninguna,humeda,1012,2000,2204.0,11.8,False,False,False,3,True,12,344,Precaución
2.0,83,19.0,2853,nieve,11.7,305,90,10.9,-15.6,24.7,1213,cubierto,leve,nevada,1009,0,-1560.0,-0.9,True,False,False,7,False,4,110,Peligro
9.4,96,8.4,903,niebla,1.8,149,0,4.3,-7.2,11.8,680,cubierto,ninguna,humeda,1003,2000,1808.0,8.3,True,False,False,0,True,8,235,Precaución
13.5,84,19.5,4451,lluvia_ligera,6.8,344,45,17.1,9.5,29.2,1374,cubierto,leve,mojada,1019,2000,2300.0,10.5,False,False,False,17,False,11,326,Precaución
23.5,73,27.1,3320,granizo,29.3,260,90,4.7,-26.7,37.9,1996,cubierto,severa,contaminada,1002,2500,4120.0,18.7,False,True,False,8,False,6,156,Peligro
15.4,85,34.3,2729,granizo,25.3,87,90,1.8,34.3,48.0,1141,cubierto,severa,mojada,1013,2000,2528.0,10.8,False,True,True,10,False,7,207,Peligro
20.5,50,17.1,8939,despejado,0.0,167,180,3.8,16.7,25.7,9516,despejado,leve,seca,1016,0,660.0,11.3,False,False,False,6,False,9,261,Seguro
23.7,42,14.7,9042,despejado,0.0,356,225,11.1,-9.6,19.1,6426,despejado,leve,seca,1016,0,1044.0,9.0,False,False,False,18,False,10,274,Seguro
18.5,53,16.7,9714,despejado,0.0,16,315,14.6,8.1,18.4,5944,despejado,ninguna,seca,1021,500,1040.0,10.8,False,False,False,14,False,9,259,Seguro
27.5,63,14.5,7655,nublado,1.0,291,45,13.2,-5.9,18.9,2197,nublado,ninguna,humeda,1012,0,1500.0,21.7,False,False,False,15,False,7,180,Seguro
-1.4,79,24.4,3591,nieve,18.2,61,225,6.7,-23.5,29.3,805,cubierto,leve,contaminada,1017,2000,512.0,-5.6,False,False,True,4,True,1,18,Peligro
14.8,98,6.0,2391,niebla,1.5,56,180,5.0,-3.4,8.4,498,cubierto,ninguna,humeda,1004,500,596.0,14.1,False,False,False,0,True,12,351,Precaución
18.3,55,12.4,8838,despejado,0.0,187,135,9.8,7.6,14.9,6651,despejado,leve,seca,1012,0,396.0,5.2,False,False,False,15,False,6,176,Seguro
20.6,82,20.9,6595,lluvia_ligera,5.3,342,135,9.5,-18.6,23.0,1121,cubierto,leve,mojada,1008,2500,3772.0,16.3,False,False,False,23,True,6,162,Precaución
-7.7,80,34.7,1542,nieve,12.7,205,0,14.7,-31.4,48.6,1484,cubierto,moderada,contaminada,1003,1000,-1484.0,-12.4,False,False,False,10,False,11,303,Peligro
-4.5,77,16.6,3361,nieve,14.4,290,270,5.7,15.6,19.9,1416,cubierto,moderada,contaminada,1008,0,-2340.0,-9.2,False,False,True,21,True,3,60,Peligro
28.4,40,10.2,8742,despejado,0.0,87,270,0.5,-10.2,12.2,10017,despejado,ninguna,seca,1015,1000,2848.0,23.2,False,False,False,20,False,4,114,Seguro
27.0,37,8.0,9665,despejado,0.0,239,0,6.9,-4.1,12.0,5460,despejado,leve,seca,1023,500,2060.0,12.8,False,False,False,13,False,5,149,Seguro
19.4,72,10.7,3657,lluvia_ligera,4.0,149,135,2.6,10.4,15.0,1414,cubierto,leve,mojada,1014,2000,3008.0,17.3,False,False,False,3,True,12,360,Precaución
20.8,73,19.8,6288,nublado,0.5,84,225,12.5,-15.4,25.7,2373,dispersas,leve,seca,1016,2000,3176.0,16.3,False,False,False,21,True,3,62,Seguro
10.1,94,5.5,746,niebla,1.4,352,90,5.4,-0.8,6.1,571,cubierto,ninguna,mojada,1006,2000,1892.0,8.9,False,False,False,10,False,7,186,Peligro
15.4,94,2.0,1482,niebla,0.7,62,45,0.6,1.9,2.4,641,cubierto,ninguna,mojada,1012,1000,1288.0,14.9,False,False,False,18,False,4,102,Precaución
16.5,84,19.5,6353,lluvia_ligera,2.1,288,45,17.4,-8.9,23.4,1363,cubierto,leve,mojada,1015,1000,1420.0,13.4,False,False,False,18,False,4,113,Precaución
4.3,93,15.6,1094,nieve,18.8,101,45,12.9,8.7,21.8,1725,cubierto,leve,nevada,1005,0,-1284.0,3.5,True,False,False,13,False,11,308,Peligro
5.1,94,49.9,1747,tormenta,30.9,287,225,44.1,23.4,64.9,761,cubierto,severa,mojada,985,2000,1292.0,3.4,True,True,False,7,False,5,135,Peligro
27.5,44,1.9,8772,despejado,0.0,266,0,1.9,-0.1,2.5,5132,despejado,ninguna,seca,1025,500,2120.0,20.5,False,False,False,17,False,8,238,Seguro
17.6,65,24.7,8865,nublado,1.8,73,90,7.2,23.6,29.6,3076,nublado,leve,seca,1002,1000,1552.0,4.3,False,False,False,17,False,9,240,Seguro
5.8,92,9.2,1718,niebla,1.6,250,180,8.6,3.1,12.0,367,cubierto,ninguna,mojada,1010,500,-484.0,5.1,True,False,False,7,False,5,129,Precaución
23.4,61,12.9,6200,nublado,1.4,231,0,10.0,-8.1,14.2,2565,dispersas,ninguna,humeda,1003,500,1628.0,17.2,False,False,False,1,True,4,114,Seguro
24.2,60,5.1,8128,nublado,0.6,27,45,1.6,4.9,7.6,1586,dispersas,ninguna,seca,1013,500,1724.0,18.0,False,False,False,22,True,9,249,Seguro
18.5,68,6.4,7898,nublado,2.0,98,270,0.9,-6.3,9.0,2636,dispersas,leve,seca,1014,0,420.0,10.0,False,False,False,23,True,6,178,Seguro
20.4,32,8.8,9213,despejado,0.0,351,180,1.4,-8.7,11.4,13581,despejado,leve,seca,1023,2500,3748.0,8.8,False,False,False,17,False,1,9,Seguro
4.1,87,25.3,3134,nieve,9.3,224,90,18.2,-17.6,30.4,1623,cubierto,leve,nevada,1016,1000,-68.0,1.5,True,False,False,19,False,9,262,Peligro
12.8,68,14.5,7256,nublado,1.8,214,135,14.2,2.8,18.9,2982,nublado,leve,humeda,1016,2500,2836.0,-0.1,False,False,False,4,True,3,86,Seguro
14.1,84,14.9,4584,lluvia_ligera,3.7,152,90,13.2,7.0,16.4,832,cubierto,leve,mojada,1000,500,512.0,11.3,False,False,False,19,False,5,137,Precaución
33.9,50,18.9,9837,despejado,0.0,98,45,15.1,11.4,24.6,13748,despejado,ninguna,seca,1020,2500,5368.0,25.1,False,False,False,22,True,8,235,Seguro
22.7,55,7.4,6668,nublado,0.7,116,315,2.4,-7.0,9.6,3637,nublado,leve,seca,1017,1000,2164.0,12.1,False,False,False,13,False,8,236,Seguro
16.4,100,44.9,2912,lluvia_fuerte,17.5,234,0,36.3,-26.4,53.9,931,cubierto,moderada,mojada,991,0,168.0,16.3,False,True,False,15,False,11,306,Peligro
16.9,25,13.5,8534,despejado,0.0,312,90,9.0,-10.0,18.9,8500,despejado,leve,seca,1023,2500,3328.0,11.6,False,False,False,16,False,5,124,Seguro
16.2,94,9.3,1498,niebla,0.7,324,90,7.5,-5.5,10.2,281,cubierto,ninguna,mojada,1008,500,764.0,14.7,False,False,False,5,True,10,296,Precaución
24.6,80,44.3,3477,granizo,14.5,180,0,0.0,-44.3,62.0,1040,cubierto,severa,contaminada,1006,0,1152.0,22.4,False,True,False,15,False,2,31,Peligro
7.5,98,4.4,1467,niebla,1.6,19,0,1.4,4.2,4.8,235,cubierto,ninguna,humeda,1009,1000,340.0,6.4,True,False,False,9,False,7,196,Peligro
19.5,47,17.1,9956,despejado,0.0,244,180,15.4,7.5,22.2,11496,despejado,leve,seca,1017,500,1160.0,13.2,False,False,False,12,False,7,189,Seguro
32.9,28,5.0,8492,despejado,0.0,332,90,4.4,-2.3,5.5,14078,despejado,leve,seca,1023,2500,5248.0,19.0,False,False,False,2,True,3,80,Seguro
6.1,93,8.6,1494,niebla,0.5,302,225,8.4,1.9,12.0,606,cubierto,ninguna,humeda,1003,2000,1412.0,5.0,True,False,False,18,False,7,193,Precaución
13.6,92,3.9,2221,niebla,0.3,103,90,0.9,3.8,4.3,593,cubierto,ninguna,humeda,1020,1000,1072.0,13.0,False,False,False,17,False,4,109,Precaución
-2.2,81,32.2,3557,nieve,16.8,332,225,30.8,-9.4,45.1,1735,cubierto,moderada,contaminada,1009,0,-2064.0,-4.3,False,False,False,10,False,7,200,Peligro
15.3,97,0.3,879,niebla,0.3,180,315,0.2,-0.2,0.4,633,cubierto,ninguna,humeda,1008,500,656.0,15.2,False,False,False,6,False,10,271,Precaución
22.6,51,9.7,6770,nublado,0.3,302,135,2.2,-9.5,11.6,2381,dispersas,leve,seca,1019,2000,3392.0,16.9,False,False,False,8,False,5,134,Seguro
19.3,56,19.8,7120,nublado,0.4,165,90,19.1,5.1,29.7,1903,dispersas,ninguna,humeda,1006,0,516.0,7.9,False,False,False,23,True,8,211,Seguro
16.2,86,25.6,2137,granizo,29.2,77,0,24.9,5.8,33.3,1903,cubierto,severa,contaminada,1003,500,764.0,13.9,False,True,False,20,False,12,342,Peligro
3.1,93,10.8,3467,nieve,9.8,72,135,9.6,4.9,15.1,1652,cubierto,leve,nevada,1007,1000,-188.0,1.1,True,False,False,5,True,11,326,Precaución
16.1,100,3.9,1683,niebla,1.4,4,225,2.6,-2.9,5.1,613,cubierto,ninguna,humeda,1010,500,752.0,15.6,False,False,False,19,False,8,230,Precaución
9.4,74,20.1,6406,lluvia_ligera,3.1,67,90,7.9,18.5,26.1,1944,nublado,leve,mojada,1009,1000,568.0,7.0,True,False,False,14,False,11,306,Precaución
15.9,30,8.4,9484,despejado,0.0,64,225,2.7,-7.9,10.9,8848,despejado,ninguna,seca,1020,500,728.0,6.9,False,False,False,9,False,10,272,Seguro
17.4,63,24.2,6383,nublado,1.6,142,315,2.9,-24.0,26.6,2335,nublado,leve,humeda,1007,500,908.0,5.7,False,False,False,6,False,1,7,Seguro
17.7,71,16.9,5688,lluvia_ligera,6.0,303,135,3.5,-16.5,20.3,1519,cubierto,leve,mojada,1014,500,944.0,15.1,False,False,False,7,False,1,10,Seguro
-3.4,84,19.9,1578,nieve,11.2,253,270,5.8,19.0,23.9,1737,cubierto,leve,nevada,1010,0,-2208.0,-7.3,False,False,False,17,False,12,357,Precaución
32.4,53,9.5,8850,despejado,0.0,186,270,9.4,1.0,11.4,14928,despejado,ninguna,seca,1014,0,2088.0,21.4,False,False,False,20,False,7,208,Seguro
17.7,70,15.3,6724,nublado,1.2,306,45,15.1,-2.4,18.4,3552,dispersas,leve,seca,1005,2500,3424.0,5.4,False,False,False,17,False,12,352,Seguro
5.4,98,52.3,2620,tormenta,15.9,234,45,8.2,-51.7,57.5,563,cubierto,severa,contaminada,985,1000,88.0,4.4,True,True,False,16,False,4,108,Peligro
15.3,86,32.9,1820,granizo,27.7,142,270,25.9,-20.3,46.1,938,cubierto,severa,mojada,1017,2000,2516.0,11.8,False,True,False,8,False,12,351,Peligro
7.8,98,10.2,1929,niebla,0.7,138,225,10.2,0.5,13.3,395,cubierto,ninguna,mojada,1010,500,-244.0,7.1,True,False,False,17,False,10,298,Peligro
11.7,93,11.8,2169,niebla,1.8,141,0,7.4,-9.2,15.3,315,cubierto,ninguna,humeda,1001,500,224.0,11.0,False,False,False,9,False,12,358,Precaución
19.6,74,24.3,8095,nublado,0.8,154,90,21.8,10.7,34.0,3760,dispersas,leve,humeda,1007,0,552.0,17.0,False,False,False,11,False,4,114,Precaución
21.7,79,25.8,4363,lluvia_ligera,6.3,67,225,9.7,-23.9,36.1,1247,cubierto,leve,mojada,1015,1000,2044.0,18.8,False,False,False,20,False,3,77,Precaución
-7.7,91,11.1,3428,nieve,5.6,213,180,6.0,9.3,15.5,490,cubierto,leve,contaminada,1006,2500,376.0,-8.0,False,False,False,16,False,9,269,Peligro
12.1,97,48.2,1378,tormenta,28.9,339,90,45.0,-17.3,57.8,884,cubierto,severa,contaminada,981,1000,892.0,11.7,False,True,False,22,True,11,317,Peligro
11.7,97,6.7,1699,niebla,0.4,169,135,3.7,5.6,9.4,511,cubierto,ninguna,humeda,1006,2000,2084.0,10.2,False,False,False,5,True,10,294,Precaución
21.9,77,19.8,5915,lluvia_ligera,3.6,103,225,16.8,-10.5,27.7,954,nublado,leve,mojada,1015,500,1448.0,18.1,False,False,False,19,False,10,291,Precaución
18.2,64,20.3,7145,nublado,1.7,191,135,16.8,11.4,26.4,1986,dispersas,ninguna,humeda,1011,500,1004.0,11.2,False,False,False,16,False,7,206,Precaución
8.4,95,11.1,2134,niebla,1.5,207,45,3.4,-10.6,14.4,120,cubierto,ninguna,humeda,1017,2000,1688.0,6.5,True,False,False,18,False,3,60,Precaución
30.0,37,19.2,8658,despejado,0.0,3,90,19.2,1.0,26.9,10528,despejado,ninguna,seca,1018,0,1800.0,18.1,False,False,False,8,False,5,130,Seguro
15.4,33,4.4,8773,despejado,0.0,137,90,3.2,3.0,5.3,12289,despejado,ninguna,seca,1028,500,668.0,8.7,False,False,False,5,True,5,130,Seguro
6.3,91,48.1,1830,tormenta,21.4,26,0,21.1,43.2,52.9,296,cubierto,severa,contaminada,1004,2000,1436.0,5.1,True,True,True,16,False,12,339,Peligro
24.4,53,19.4,8948,despejado,0.0,96,45,15.1,12.2,27.2,9718,despejado,leve,seca,1030,0,1128.0,18.2,False,False,False,21,True,8,239,Seguro
12.8,84,24.5,6279,lluvia_ligera,5.0,322,225,24.3,-3.0,29.4,1594,cubierto,moderada,mojada,1004,500,356.0,8.8,False,False,False,18,False,3,85,Precaución
33.4,27,19.1,9388,despejado,0.0,19,90,18.1,6.2,22.9,6766,despejado,ninguna,seca,1016,1000,3448.0,25.3,False,False,False,1,True,8,235,Seguro
20.4,32,8.3,9828,despejado,0.0,131,225,8.3,-0.6,11.6,9966,despejado,leve,seca,1018,1000,1888.0,14.0,False,False,False,2,True,2,39,Seguro
11.4,72,15.7,5798,lluvia_ligera,2.5,175,180,1.4,15.6,18.8,1146,nublado,leve,humeda,1009,500,188.0,7.8,False,False,False,4,True,6,177,Seguro
18.5,62,6.5,8526,nublado,1.4,108,90,2.0,6.2,8.5,1805,nublado,leve,humeda,1013,2000,2900.0,11.0,False,False,False,7,False,2,40,Seguro
8.1,78,22.7,6051,lluvia_ligera,5.9,226,225,0.4,22.7,27.2,869,cubierto,leve,mojada,1015,1000,412.0,4.7,False,False,False,20,False,11,309,Precaución
24.8,27,15.2,9286,despejado,0.0,60,90,7.6,13.2,21.3,11626,despejado,leve,seca,1018,0,1176.0,14.8,False,False,False,14,False,10,271,Seguro
18.4,68,14.1,7389,nublado,1.6,228,0,10.5,-9.4,21.1,2323,nublado,ninguna,humeda,1004,0,408.0,10.6,False,False,False,2,True,11,313,Seguro
-7.8,85,14.5,3407,nieve,9.0,156,315,5.2,-13.5,20.3,568,cubierto,leve,nevada,1015,500,-2116.0,-10.9,False,False,False,0,True,4,107,Precaución
24.6,31,0.8,8235,despejado,0.0,289,135,0.4,-0.7,1.0,12132,despejado,ninguna,seca,1013,2500,4252.0,13.4,False,False,False,12,False,2,45,Seguro
6.7,96,0.4,1192,niebla,0.5,92,90,0.0,0.4,0.5,791,cubierto,ninguna,mojada,1002,0,-996.0,4.9,True,False,False,5,True,5,122,Precaución
21.0,76,23.1,5684,lluvia_ligera,4.6,10,45,13.2,18.9,27.7,2336,cubierto,leve,mojada,1010,2500,3820.0,17.0,False,False,False,16,False,9,263,Precaución
20.4,33,14.1,8555,despejado,0.0,270,180,14.1,0.0,21.1,6560,despejado,ninguna,seca,1022,1000,1888.0,13.0,False,False,False,18,False,3,87,Seguro
